M̴lt;Globalstr̴ling;Relativ fugtighed;Temperatur;Vindretning;Vindhastighed
29-01-2022 11:30;28;85;8,5;247;7,6
29-01-2022 11:00;27;87;8,2;245;7,8
29-01-2022 10:30;27;87;8,1;243;7,6
29-01-2022 10:00;26;87;8;245;6,9
29-01-2022 09:30;22;87;7,9;249;7,7
29-01-2022 09:00;9;88;7,8;253;7,9
29-01-2022 08:30;2;88;7,7;253;7,7
29-01-2022 08:00;0;87;7,6;250;7,2
29-01-2022 07:30;0;87;7,5;249;6,8
29-01-2022 07:00;0;87;7,3;247;6,7
29-01-2022 06:30;0;86;7,1;244;6,4
29-01-2022 06:00;0;86;7;241;6,9
29-01-2022 05:30;0;87;6,7;240;6,3
29-01-2022 05:00;0;88;6,3;233;6,5
29-01-2022 04:30;0;87;6,1;235;5,9
29-01-2022 04:00;0;87;5,8;232;6,2
29-01-2022 03:30;0;87;5,5;220;6
29-01-2022 03:00;0;87;5,2;219;4,8
29-01-2022 02:30;0;87;5,1;218;4,4
29-01-2022 02:00;0;86;4,9;221;4,7
29-01-2022 01:30;0;86;4,6;218;4,2
29-01-2022 01:00;0;86;4,4;213;4,8
29-01-2022 00:30;0;86;4,2;202;4,8
29-01-2022 00:00;0;85;4,1;198;4,5
28-01-2022 23:30;0;81;4;200;4,8
28-01-2022 23:00;0;76;4,1;204;4,6
28-01-2022 22:30;0;75;4;205;4
28-01-2022 22:00;0;74;3,8;211;3,5
28-01-2022 21:30;0;75;3,8;214;3,6
28-01-2022 21:00;0;73;3,9;218;3,2
28-01-2022 20:30;0;71;4;226;3,2
28-01-2022 20:00;0;69;4,1;221;2,9
28-01-2022 19:30;0;66;4,2;226;3
28-01-2022 19:00;0;66;4,3;232;2,9
28-01-2022 18:30;0;65;4,2;235;3,2
28-01-2022 18:00;0;62;4,4;234;2,5
28-01-2022 17:30;0;60;4,7;254;2,3
28-01-2022 17:00;0;60;4,8;257;2,2
28-01-2022 16:30;3;59;5,1;245;2,1
28-01-2022 16:00;22;56;5,4;260;2,7
28-01-2022 15:30;59;55;5,7;263;3,2
28-01-2022 15:00;117;54;5,9;274;2,8
28-01-2022 14:30;171;52;6;274;2,8
28-01-2022 14:00;207;52;5,8;288;3,4
28-01-2022 13:30;219;54;5,7;295;2,7
28-01-2022 13:00;264;55;5,4;302;3,5
28-01-2022 12:30;271;56;5,3;308;3,7
28-01-2022 12:00;277;57;5,1;309;3,9
28-01-2022 11:30;265;59;4,9;307;4,1
28-01-2022 11:00;242;59;4,7;311;4,5
28-01-2022 10:30;210;60;4,5;305;4,1
28-01-2022 10:00;167;62;4,1;308;3,8
28-01-2022 09:30;120;63;3,8;313;4,1
28-01-2022 09:00;71;63;3,6;314;4,5
28-01-2022 08:30;26;63;3,5;311;4,5
28-01-2022 08:00;3;63;3,4;308;4,4
28-01-2022 07:30;0;61;3,5;308;4,5
28-01-2022 07:00;0;61;3,5;307;5,3
28-01-2022 06:30;0;62;3,5;304;5,4
28-01-2022 06:00;0;62;3,7;306;6,5
28-01-2022 05:30;0;62;3,8;303;7,1
28-01-2022 05:00;0;61;3,8;303;6,8
28-01-2022 04:30;0;62;3,9;304;6,9
28-01-2022 04:00;0;62;4,1;303;6,6
28-01-2022 03:30;0;62;4,4;303;7,2
28-01-2022 03:00;0;62;4,6;303;7,2
28-01-2022 02:30;0;60;4,8;303;8,4
28-01-2022 02:00;0;60;4,9;303;8,3
28-01-2022 01:30;0;61;5;304;8,2
28-01-2022 01:00;0;62;5,1;303;8,1
28-01-2022 00:30;0;62;5,2;301;8,9
28-01-2022 00:00;0;62;5,3;298;8,8
27-01-2022 23:30;0;60;5,4;302;8,9
27-01-2022 23:00;0;60;5,5;298;9,3
27-01-2022 22:30;0;59;5,7;298;8,9
27-01-2022 22:00;0;60;5,9;302;9,4
27-01-2022 21:30;0;63;6,1;298;8,3
27-01-2022 21:00;0;63;6,2;299;8,8
27-01-2022 20:30;0;63;6,2;296;8,6
27-01-2022 20:00;0;63;6,1;294;8,6
27-01-2022 19:30;0;63;5,9;295;8,7
27-01-2022 19:00;0;64;5,8;287;8,8
27-01-2022 18:30;0;64;5,9;283;8,2
27-01-2022 18:00;0;66;5,8;282;8,8
27-01-2022 17:30;0;67;5,7;280;7,7
27-01-2022 17:00;0;63;6,1;276;8,7
27-01-2022 16:30;2;62;6,4;283;8,6
27-01-2022 16:00;20;59;6,7;277;8,3
27-01-2022 15:30;37;60;6,8;278;8
27-01-2022 15:00;74;59;7;285;8,5
27-01-2022 14:30;107;61;7,1;282;8
27-01-2022 14:00;119;64;7,1;282;7,2
27-01-2022 13:30;132;68;6,7;282;7,4
27-01-2022 13:00;114;61;7,6;282;7,8
27-01-2022 12:30;165;61;7,7;272;7,3
27-01-2022 12:00;155;63;7,6;277;7,9
27-01-2022 11:30;163;67;7,5;273;7,7
27-01-2022 11:00;109;71;7,2;275;6,7
27-01-2022 10:30;75;70;7,5;272;7,2
27-01-2022 10:00;66;78;7,1;278;5,7
27-01-2022 09:30;24;78;7;286;7,2
27-01-2022 09:00;16;75;8;265;5,9
27-01-2022 08:30;8;78;8;261;7,1
27-01-2022 08:00;1;83;7,8;257;6,4
27-01-2022 07:30;0;84;7,6;258;7,3
27-01-2022 07:00;0;85;7,4;257;7,2
27-01-2022 06:30;0;86;7,1;255;7
27-01-2022 06:00;0;86;6,8;253;6,7
27-01-2022 05:30;0;87;6,7;251;7,1
27-01-2022 05:00;0;86;6,6;246;6,4
27-01-2022 04:30;0;85;6,6;244;6,8
27-01-2022 04:00;0;85;6,5;242;7,3
27-01-2022 03:30;0;84;6,4;244;7
27-01-2022 03:00;0;84;6,3;241;7,4
27-01-2022 02:30;0;84;6,3;243;7,4
27-01-2022 02:00;0;81;6,5;245;7,1
27-01-2022 01:30;0;78;6,7;244;7,2
27-01-2022 01:00;0;79;6,6;243;7,3
27-01-2022 00:30;0;78;6,7;240;7,1
27-01-2022 00:00;0;78;6,4;234;7
26-01-2022 23:30;0;77;6,4;238;6,4
26-01-2022 23:00;0;76;6,5;240;6
26-01-2022 22:30;0;76;6,5;251;6,2
26-01-2022 22:00;0;76;6,5;245;6
26-01-2022 21:30;0;77;6,6;247;5,2
26-01-2022 21:00;0;79;6,5;248;5,1
26-01-2022 20:30;0;78;6,6;255;4,8
26-01-2022 20:00;0;78;6,7;258;5,5
26-01-2022 19:30;0;78;6,7;265;4,8
26-01-2022 19:00;0;78;6,7;269;4,6
26-01-2022 18:30;0;78;6,7;272;4,7
26-01-2022 18:00;0;77;6,7;271;4,4
26-01-2022 17:30;0;77;6,7;264;5,3
26-01-2022 17:00;0;77;6,7;262;5,7
26-01-2022 16:30;2;78;6,7;257;5,4
26-01-2022 16:00;11;77;6,8;260;5,4
26-01-2022 15:30;25;78;6,8;260;5,6
26-01-2022 15:00;28;79;6,8;263;5,4
26-01-2022 14:30;37;80;6,7;264;5,1
26-01-2022 14:00;49;82;6,4;256;4,7
26-01-2022 13:30;32;84;6;255;5,1
26-01-2022 13:00;41;86;5,7;254;5,3
26-01-2022 12:30;28;87;5,3;255;4,8
26-01-2022 12:00;44;87;5,1;243;5,2
26-01-2022 11:30;36;86;4,9;244;5,4
26-01-2022 11:00;35;85;4,9;247;5
26-01-2022 10:30;23;85;4,8;249;5,3
26-01-2022 10:00;17;84;4,7;249;5,3
26-01-2022 09:30;10;82;4,6;245;5,4
26-01-2022 09:00;11;81;4,5;253;5,2
26-01-2022 08:30;11;82;4,4;253;4,9
26-01-2022 08:00;1;81;4,4;259;5,3
26-01-2022 07:30;0;83;4,4;264;5,8
26-01-2022 07:00;0;82;4,5;258;5,2
26-01-2022 06:30;0;80;4,7;260;5,2
26-01-2022 06:00;0;81;4,7;263;5,4
26-01-2022 05:30;0;80;4,8;267;5,3
26-01-2022 05:00;0;81;4,8;260;5,3
26-01-2022 04:30;0;81;4,8;262;5,8
26-01-2022 04:00;0;80;4,9;262;5,2
26-01-2022 03:30;0;77;5,1;271;4,9
26-01-2022 03:00;0;77;5,3;261;5
26-01-2022 02:30;0;77;5,6;265;5,1
26-01-2022 02:00;0;76;5,8;269;4,8
26-01-2022 01:30;0;79;5,9;275;4,8
26-01-2022 01:00;0;83;6,1;272;4,1
26-01-2022 00:30;0;87;6,1;272;3,4
26-01-2022 00:00;0;87;6;261;3,3
25-01-2022 23:30;0;86;6;253;3,5
25-01-2022 23:00;0;85;6;251;3,5
25-01-2022 22:30;0;84;6,2;252;4
25-01-2022 22:00;0;83;6,2;254;3,7
25-01-2022 21:30;0;83;6,2;252;4,2
25-01-2022 21:00;0;82;6,3;251;3,5
25-01-2022 20:30;0;82;6,4;253;3,4
25-01-2022 20:00;0;82;6,5;256;3,7
25-01-2022 19:30;0;83;6,6;257;3,4
25-01-2022 19:00;0;84;6,6;270;3,2
25-01-2022 18:30;0;86;6,6;275;3
25-01-2022 18:00;0;84;6,9;279;3,2
25-01-2022 17:30;0;81;7,2;283;3,1
25-01-2022 17:00;0;81;7,3;283;3
25-01-2022 16:30;1;81;7,4;278;3,1
25-01-2022 16:00;5;81;7,6;274;3,4
25-01-2022 15:30;18;80;7,8;275;3
25-01-2022 15:00;31;79;7,9;273;2,6
25-01-2022 14:30;56;77;7,9;283;3,1
25-01-2022 14:00;71;80;7,6;289;2,9
25-01-2022 13:30;29;80;7,5;289;2,5
25-01-2022 13:00;50;77;7,7;295;3,4
25-01-2022 12:30;70;77;7,7;293;3,4
25-01-2022 12:00;66;79;7,5;280;3,3
25-01-2022 11:30;73;80;7,3;279;2,6
25-01-2022 11:00;63;80;7,2;278;2,8
25-01-2022 10:30;81;81;7;273;3,1
25-01-2022 10:00;58;83;6,7;272;3
25-01-2022 09:30;36;84;6,4;274;2,7
25-01-2022 09:00;18;84;6,4;278;2,9
25-01-2022 08:30;5;84;6,3;273;3,2
25-01-2022 08:00;1;85;6,2;266;3
25-01-2022 07:30;0;85;6,2;265;3,2
25-01-2022 07:00;0;84;6,1;261;2,8
25-01-2022 06:30;0;85;6,1;269;2,7
25-01-2022 06:00;0;86;5,9;269;3
25-01-2022 05:30;0;85;5,9;269;2,5
25-01-2022 05:00;0;83;6,1;274;3
25-01-2022 04:30;0;81;6,2;280;2,8
25-01-2022 04:00;0;81;6,2;275;3
25-01-2022 03:30;0;82;6;260;3,9
25-01-2022 03:00;0;82;5,9;258;3,7
25-01-2022 02:30;0;82;5,8;256;3,7
25-01-2022 02:00;0;82;5,7;255;4,2
25-01-2022 01:30;0;83;5,6;259;4,2
25-01-2022 01:00;0;83;5,5;258;3,8
25-01-2022 00:30;0;83;5,4;255;4,3
25-01-2022 00:00;0;82;5,3;251;3,7
24-01-2022 23:30;0;82;5,2;255;3,7
24-01-2022 23:00;0;81;5,2;255;3,9
24-01-2022 22:30;0;80;5,2;256;4
24-01-2022 22:00;0;80;5,2;258;4
24-01-2022 21:30;0;79;5,2;256;4,3
24-01-2022 21:00;0;79;5,2;248;3,9
24-01-2022 20:30;0;79;5,1;249;4,1
24-01-2022 20:00;0;79;5,1;251;3,6
24-01-2022 19:30;0;79;5,1;252;3,3
24-01-2022 19:00;0;79;5,1;251;3,8
24-01-2022 18:30;0;80;5;246;3,9
24-01-2022 18:00;0;80;5;243;3,9
24-01-2022 17:30;0;80;5,1;250;3,1
24-01-2022 17:00;0;79;5,2;260;3,2
24-01-2022 16:30;0;79;5,2;272;3,2
24-01-2022 16:00;3;78;5,4;273;3,6
24-01-2022 15:30;6;76;5,5;275;3,9
24-01-2022 15:00;12;74;5,7;277;4,9
24-01-2022 14:30;17;74;5,9;277;4,1
24-01-2022 14:00;20;73;6;266;4,5
24-01-2022 13:30;24;74;6;264;4,4
24-01-2022 13:00;26;74;6;255;4,4
24-01-2022 12:30;32;74;6;254;3,9
24-01-2022 12:00;34;73;6;248;3,7
24-01-2022 11:30;27;72;6,1;249;3,5
24-01-2022 11:00;27;71;6,1;254;3,8
24-01-2022 10:30;32;72;6;255;3,7
24-01-2022 10:00;29;74;6;254;3,7
24-01-2022 09:30;18;75;5,9;248;3
24-01-2022 09:00;9;75;5,9;244;3,6
24-01-2022 08:30;2;76;5,8;245;3,3
24-01-2022 08:00;0;76;5,8;243;3,8
24-01-2022 07:30;0;75;5,8;255;3,8
24-01-2022 07:00;0;74;5,8;258;4,5
24-01-2022 06:30;0;76;5,8;258;5,4
24-01-2022 06:00;0;80;5,7;261;3,8
24-01-2022 05:30;0;79;5,8;254;4,2
24-01-2022 05:00;0;79;6;256;4,4
24-01-2022 04:30;0;82;5,8;252;4
24-01-2022 04:00;0;83;5,8;242;3,5
24-01-2022 03:30;0;84;5,8;239;3,6
24-01-2022 03:00;0;85;5,8;241;3,9
24-01-2022 02:30;0;87;5,8;236;4,1
24-01-2022 02:00;0;88;5,9;239;3,3
24-01-2022 01:30;0;89;5,9;241;3,2
24-01-2022 01:00;0;90;5,9;254;3,1
24-01-2022 00:30;0;91;5,9;253;3,6
24-01-2022 00:00;0;91;5,9;252;3,3
